search_term,relevance,product_uid
120,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 3.0, 2.6, 2.6, 2.4, 2.33, 2.33, 2.33, 2.2, 2.0, 1.67, 1.0, 1.0, 1.0]","[711160992, 711161000, 711161004, 711161005, 711161008, 711161011, 711174379, 711174384, 711174386, 711174388, 711161001, 711160997, 711161006, 711161007, 711174378, 711174382, 711174392, 711174394, 711174396, 711161002, 711160990, 711160993, 711160994, 711160999, 711174381, 711174383, 711174385, 711174395, 711160995, 711161009, 711174380, 711174387, 711174391, 711160996, 711161003, 711174393, 711160998, 711161010, 711174397, 711174390, 711174389, 711160991, 711161012, 711161013, 711161014]"
68,"[3.33, 3.33, 3.33, 3.33, 3.25, 3.0, 3.0, 3.0, 2.8, 2.67, 2.67, 2.6, 2.6, 2.33, 2.33, 2.33, 2.0, 2.0, 1.67, 1.33, 1.33]","[711176440, 711176442, 711176449, 711176450, 711176446, 711176438, 711176444, 711176447, 711176436, 711163062, 711176455, 711176443, 711176445, 711176439, 711176451, 711176452, 711176437, 711176448, 711176453, 711176441, 711176454]"
242,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 2.0, 2.0]","[711163163, 711163164, 711163165, 711163166, 711163168, 711163170, 711163171, 711163173, 711163176, 711163177, 711163178, 711163179, 711163182, 711163185, 711163186, 711163187, 711176572, 711176573, 711176576, 711176578, 711176580, 711176582, 711176583, 711176584, 711176587, 711176588, 711176589, 711176577, 711163174, 711163180, 711163184, 711176575, 711176579, 711176585, 711176574, 711163167, 711163175, 711163181, 711163183, 711176581, 711176586, 711176590, 711163172, 711163169, 711176591]"
181,"[4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.5, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 2.67, 2.67, 2.67, 2.6, 2.4, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.0, 2.0, 2.0, 1.8, 1.8, 1.8, 1.67, 1.67, 1.67, 1.67, 1.6, 1.4, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711163786, 711163802, 711163787, 711163790, 711163793, 711163806, 711163808, 711163798, 711163784, 711163785, 711163788, 711163789, 711163791, 711163794, 711163795, 711163797, 711163799, 711163805, 711173195, 711163804, 711163792, 711163803, 711163807, 711163800, 711173188, 711173196, 711173203, 711163801, 711173199, 711177360, 711173187, 711173191, 711173197, 711173206, 711173198, 711177345, 711177355, 711173189, 711177347, 711177359, 711173192, 711173200, 711173201, 711177352, 711177350, 711177349, 711163796, 711173190, 711173193, 711173194, 711173204, 711177348, 711177354, 711177357, 711173202, 711173205, 711177341, 711177342, 711177343, 711177344, 711177346, 711177351, 711177353, 711177356, 711177358]"
58,"[2.2, 2.0, 2.0, 1.67, 1.67, 1.67, 1.6, 1.33, 1.33, 1.33, 1.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711177132, 711177120, 711177133, 711177121, 711177127, 711177136, 711177135, 711177124, 711177125, 711177128, 711177129, 711177119, 711177122, 711177123, 711177126, 711177130, 711177131, 711177134, 711177137, 711177138]"
69,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 2.67, 2.33, 2.33, 2.2, 2.0, 1.67, 1.67, 1.67, 1.67, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0]","[711164538, 711164539, 711164540, 711178494, 711178497, 711178499, 711178503, 711178504, 711178505, 711178507, 711178491, 711178493, 711178498, 711178506, 711164542, 711178492, 711178495, 711178496, 711178500, 711178501, 711178508, 711173788, 711178502, 711173789, 711164537, 711173783, 711173777, 711173779, 711173773, 711173774, 711173782, 711173791, 711164541, 711164543, 711173776, 711173778, 711173780, 711173781, 711173786, 711173790, 711173772, 711173775, 711173784, 711173785, 711173787]"
110,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 2.8, 2.67, 2.67, 2.67, 2.6, 2.5, 2.4, 2.33, 2.0, 2.0, 1.67]","[711162881, 711162882, 711162883, 711162884, 711162889, 711162890, 711162893, 711162895, 711162896, 711162898, 711162900, 711162903, 711162906, 711162914, 711162917, 711162918, 711172427, 711176322, 711176330, 711176331, 711176332, 711176333, 711176334, 711162897, 711176329, 711162887, 711162892, 711162901, 711162907, 711162911, 711162913, 711176323, 711176324, 711176325, 711176326, 711176327, 711176336, 711162891, 711162908, 711162888, 711162899, 711162909, 711162910, 711162916, 711162919, 711172428, 711172430, 711172433, 711176335, 711162885, 711162915, 711172429, 711162904, 711172432, 711172434, 711176328, 711162886, 711162905, 711172431, 711162894, 711162880, 711162902, 711162912]"
182,"[4.0, 4.0, 3.67, 3.67, 3.33, 3.33, 3.2, 2.83, 2.8, 2.33, 2.33, 2.2, 2.0, 2.0, 2.0, 2.0, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.6, 1.4, 1.33, 1.33, 1.33, 1.33, 1.33, 1.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711161601, 711175053, 711161604, 711161605, 711175054, 711175059, 711161602, 711175058, 711175056, 711171699, 711175055, 711161603, 711161607, 711171714, 711175060, 711175062, 711161606, 711171698, 711171700, 711171702, 711171703, 711171712, 711175057, 711171707, 711171708, 711171697, 711171711, 711171713, 711171715, 711171716, 711175061, 711171701, 711171704, 711171705, 711171706, 711171709, 711171710]"
75,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.4, 3.4, 3.33, 3.33, 3.0, 3.0, 3.0, 2.67, 2.6, 2.33]","[711161423, 711161424, 711161425, 711161426, 711161429, 711161431, 711161432, 711171556, 711171557, 711171558, 711171561, 711171563, 711171564, 711171566, 711171569, 711171571, 711171575, 711174870, 711174871, 711174872, 711161421, 711161422, 711171567, 711171570, 711171572, 711171573, 711174873, 711171562, 711171565, 711171574, 711161427, 711171568, 711161428, 711161430, 711171560, 711174874, 711161433, 711171559]"
229,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.8, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.43, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.67, 2.67, 2.6, 2.33, 2.33]","[711161965, 711161967, 711161969, 711161970, 711161971, 711161973, 711161974, 711161975, 711161976, 711161977, 711161978, 711161981, 711161983, 711161984, 711161985, 711165077, 711165078, 711165079, 711165080, 711165082, 711165084, 711165085, 711165086, 711165087, 711165089, 711165090, 711165091, 711165092, 711165093, 711165094, 711165095, 711165096, 711165097, 711165098, 711165099, 711165101, 711171906, 711171909, 711171910, 711171911, 711171912, 711171913, 711171914, 711171915, 711171919, 711171922, 711171923, 711171925, 711174122, 711174124, 711174125, 711174126, 711174127, 711174129, 711174130, 711174132, 711174135, 711174136, 711174137, 711174138, 711175334, 711175335, 711175336, 711175337, 711175338, 711175339, 711175340, 711175341, 711175342, 711175343, 711175344, 711175345, 711175346, 711175347, 711175348, 711175351, 711175352, 711175353, 711178974, 711178976, 711178977, 711178979, 711178980, 711178981, 711178986, 711178989, 711178990, 711171908, 711178982, 711161963, 711161964, 711161966, 711161972, 711161980, 711161987, 711165081, 711165083, 711171916, 711171917, 711171918, 711171921, 711174128, 711174131, 711174139, 711178975, 711178978, 711178983, 711161968, 711174123, 711174133, 711165088, 711165100, 711171924, 711174134, 711175350, 711178988, 711178993, 711171920, 711161979, 711161986, 711171907, 711174121, 711175349, 711178985, 711178991, 711161982, 711178992, 711178984, 711174120, 711178987]"
66,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.2, 2.67, 2.67, 2.67, 2.67, 2.33, 2.33]","[711164187, 711177997, 711177998, 711178000, 711178001, 711178002, 711178003, 711178008, 711178009, 711178013, 711177999, 711178006, 711178012, 711164186, 711178004, 711178007, 711178010, 711164185, 711178005, 711178011, 711178014, 711178016, 711164188, 711178015]"
3,"[4.0, 3.33, 3.0, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.2, 2.2, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.8, 1.8, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.6, 1.6, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0]","[711163905, 711177610, 711163906, 711163908, 711173325, 711177612, 711177603, 711173342, 711173328, 711173337, 711177605, 711177609, 711177618, 711173335, 711177617, 711177619, 711163907, 711163910, 711173338, 711173340, 711173343, 711173344, 711177607, 711177613, 711173334, 711173339, 711173326, 711173329, 711173330, 711173331, 711173332, 711173341, 711177604, 711177608, 711177614, 711177615, 711177620, 711177621, 711177606, 711177611, 711173327, 711173333, 711177602, 711177616, 711163909, 711163911, 711173336]"
144,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.0, 2.8, 2.8, 2.8, 2.67, 2.67, 2.33]","[711161685, 711161686, 711161687, 711161688, 711161691, 711161692, 711161693, 711161694, 711161695, 711161696, 711161697, 711161698, 711161700, 711161701, 711161702, 711161704, 711161705, 711161706, 711161707, 711171735, 711171738, 711171739, 711171741, 711171743, 711171744, 711171745, 711171746, 711171747, 711171748, 711171749, 711171750, 711171752, 711171753, 711171754, 711175120, 711175122, 711175128, 711175129, 711175130, 711175133, 711161683, 711161699, 711161703, 711171736, 711171737, 711171740, 711171751, 711175115, 711175119, 711175123, 711175124, 711175126, 711175132, 711175134, 711175116, 711161689, 711175125, 711175131, 711175117, 711161684, 711175118, 711175127, 711171742, 711175121, 711161690]"
25,"[4.0, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.17, 2.0, 1.8, 1.67, 1.67, 1.67, 1.67, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711178133, 711164291, 711173553, 711173556, 711178141, 711178152, 711173545, 711178134, 711173552, 711178135, 711164292, 711173549, 711178146, 711178149, 711173555, 711173562, 711178136, 711178140, 711178142, 711178143, 711178148, 711178150, 711178151, 711164290, 711173543, 711173544, 711173546, 711173547, 711173548, 711173550, 711173551, 711173554, 711173557, 711173558, 711173559, 711173560, 711173561, 711178137, 711178138, 711178139, 711178144, 711178145, 711178147]"
33,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.5, 2.33, 2.33, 2.33, 2.33, 2.2, 2.2, 2.2, 2.2, 2.0, 2.0, 2.0, 1.8, 1.8, 1.8, 1.67, 1.67, 1.67, 1.6, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0]","[711160243, 711160248, 711160250, 711160252, 711160253, 711160256, 711160260, 711160261, 711160262, 711160263, 711160264, 711160265, 711160266, 711163975, 711163977, 711163979, 711163984, 711177714, 711177715, 711177716, 711177718, 711177719, 711177720, 711177721, 711177723, 711177724, 711177727, 711177728, 711177729, 711177733, 711160244, 711160245, 711160247, 711160249, 711160255, 711163983, 711163993, 711177717, 711177725, 711177726, 711177732, 711160246, 711160257, 711160258, 711163982, 711173416, 711177730, 711177731, 711160242, 711160254, 711163978, 711163980, 711173418, 711173429, 711163996, 711173417, 711160251, 711163986, 711173410, 711173413, 711173419, 711173424, 711173428, 711177722, 711160259, 711173422, 711163976, 711163985, 711163994, 711163995, 711163989, 711163990, 711173411, 711173412, 711163987, 711163992, 711173414, 711163981, 711173421, 711173425, 711173415, 711173423, 711173427, 711163991, 711173420, 711163988, 711163997, 711163998, 711163999, 711173426]"
116,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.2, 3.2, 3.0, 2.8, 2.67, 2.33, 2.33]","[711158982, 711158983, 711158984, 711158986, 711158987, 711158988, 711158989, 711158990, 711158991, 711158993, 711158996, 711158997, 711158998, 711158999, 711159000, 711159001, 711159003, 711159005, 711161938, 711161939, 711161940, 711161941, 711161942, 711161943, 711161945, 711161947, 711161948, 711161950, 711161951, 711161952, 711161953, 711161955, 711161956, 711161960, 711161961, 711161962, 711175314, 711175315, 711175317, 711175318, 711175319, 711175320, 711175322, 711175325, 711175327, 711175329, 711175330, 711175331, 711175332, 711175328, 711158992, 711158994, 711159002, 711159004, 711161944, 711161954, 711161958, 711175316, 711175323, 711175326, 711175333, 711175324, 711161946, 711161949, 711175321, 711158985, 711158995, 711159006, 711161957, 711161959]"
94,"[4.0, 4.0, 3.33, 2.67, 2.67, 1.67, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711171966, 711175394, 711175395, 711171967, 711175396, 711175411, 711175397, 711175398, 711175399, 711175400, 711175401, 711175402, 711175403, 711175404, 711175405, 711175406, 711175407, 711175408, 711175409, 711175410]"
4,"[4.0, 4.0, 3.33, 3.33, 3.0, 3.0, 3.0, 2.83, 2.83, 2.67, 2.67, 2.67, 2.6, 2.6, 2.4, 2.33, 2.2, 2.0, 2.0, 2.0, 1.33, 1.33]","[711173207, 711177380, 711177370, 711177373, 711177361, 711177367, 711177375, 711177362, 711177378, 711177372, 711177374, 711177379, 711177365, 711177369, 711177371, 711177376, 711177363, 711177364, 711177368, 711177377, 711163809, 711177366]"
50,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 2.8, 2.8, 2.8, 2.67, 2.67, 2.6, 2.6, 2.6, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.2, 2.0, 2.0, 1.67, 1.67, 1.67, 1.33]","[711164571, 711164572, 711164576, 711164587, 711173792, 711173793, 711173795, 711173796, 711173797, 711173798, 711173799, 711173800, 711173801, 711173803, 711173804, 711173805, 711173807, 711173809, 711173810, 711173811, 711178529, 711178530, 711178531, 711178532, 711178533, 711178535, 711178536, 711178540, 711178541, 711178546, 711164575, 711164583, 711173802, 711173806, 711173808, 711178548, 711164569, 711164577, 711164585, 711173794, 711178538, 711164570, 711164574, 711164590, 711164591, 711164593, 711178537, 711164584, 711164589, 711178542, 711164588, 711178534, 711164573, 711164578, 711164582, 711164586, 711178543, 711164581, 711178545, 711164580, 711178539, 711164592, 711178544, 711178547, 711164579]"
11,"[3.67, 3.33, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.8, 1.67, 1.67, 1.67, 1.33]","[711176246, 711172363, 711172362, 711172364, 711172368, 711172375, 711176232, 711176233, 711176239, 711176241, 711176242, 711176249, 711176250, 711176245, 711172367, 711172369, 711172371, 711172373, 711172379, 711176234, 711176235, 711176237, 711176238, 711176247, 711176251, 711172380, 711172361, 711172365, 711172366, 711172372, 711172378, 711176240, 711176243, 711176244, 711176248, 711176236, 711172370, 711172374, 711172376, 711172377]"
192,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.25, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.83, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.6, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0]","[711161485, 711161488, 711161489, 711161490, 711161492, 711161494, 711161496, 711161497, 711161498, 711161500, 711161501, 711161503, 711161506, 711161507, 711161486, 711161487, 711161491, 711161493, 711161495, 711161502, 711161504, 711161505, 711161484, 711161508, 711161499, 711171617, 711171620, 711171623, 711171628, 711171629, 711174932, 711171622, 711171618, 711171626, 711171627, 711171633, 711174915, 711174919, 711174923, 711174926, 711174929, 711174933, 711171625, 711171619, 711171632, 711171634, 711174920, 711174922, 711174925, 711174928, 711174934, 711171616, 711171624, 711171630, 711171635, 711174921, 711174927, 711174930, 711174918, 711171621, 711171631, 711174916, 711174931, 711174917, 711174924]"
148,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 2.2, 2.2, 2.2, 2.0, 1.67, 1.67, 1.33]","[711161140, 711161143, 711161147, 711161148, 711161150, 711161151, 711161152, 711161145, 711161146, 711161153, 711161154, 711161159, 711171354, 711174540, 711174541, 711174548, 711174547, 711161141, 711161149, 711161155, 711161157, 711174537, 711174538, 711174552, 711174554, 711174539, 711174542, 711174543, 711174553, 711161144, 711174555, 711161158, 711161160, 711174544, 711174545, 711174556, 711174549, 711161164, 711171355, 711174551, 711161156, 711174546, 711174550, 711161162, 711161142, 711161161, 711161163]"
153,"[4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.0, 3.0, 2.8, 2.67, 1.0]","[711173386, 711173381, 711173383, 711173385, 711177662, 711177664, 711173384, 711173380, 711173382, 711173378, 711173379, 711173387, 711173377, 711177663]"
121,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.83, 2.8, 2.8, 2.8, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.6, 2.4, 2.4, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.67, 1.67, 1.67, 1.67, 1.33, 1.25]","[711159922, 711159924, 711177011, 711177013, 711177014, 711177016, 711177020, 711177010, 711159928, 711159936, 711159937, 711159940, 711163617, 711177007, 711177015, 711177017, 711177021, 711163626, 711159921, 711159923, 711159941, 711163605, 711163607, 711163611, 711163620, 711163622, 711172974, 711177019, 711177024, 711159931, 711163606, 711159925, 711159934, 711163614, 711163615, 711163623, 711163624, 711163625, 711172959, 711172976, 711177009, 711177012, 711177023, 711159918, 711159926, 711159927, 711159929, 711172967, 711159919, 711159930, 711159933, 711163603, 711163604, 711163613, 711163616, 711172960, 711172961, 711177008, 711177022, 711163602, 711172972, 711159939, 711163619, 711172963, 711159920, 711159935, 711159938, 711163609, 711163610, 711163612, 711172958, 711172965, 711172966, 711172970, 711172973, 711163621, 711172962, 711172964, 711172968, 711172971, 711177018, 711159917, 711159932, 711163618, 711172969, 711163608, 711172975]"
179,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.0, 2.4, 2.2, 1.75, 1.33, 1.33]","[711176854, 711176855, 711176857, 711176858, 711176859, 711176860, 711176862, 711176865, 711176861, 711176863, 711176868, 711176866, 711176864, 711176856, 711163474, 711163473, 711176867]"
163,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.6, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 2.83, 2.8, 2.8, 2.8, 2.67, 2.5, 2.0]","[711164595, 711164600, 711164602, 711164610, 711164618, 711173812, 711173819, 711178549, 711178550, 711178555, 711178558, 711178562, 711178566, 711164594, 711164598, 711164603, 711164604, 711164605, 711164606, 711164611, 711164612, 711173813, 711173823, 711178554, 711178556, 711178557, 711178559, 711178560, 711178568, 711164617, 711173818, 711164607, 711178561, 711164599, 711164614, 711164616, 711173817, 711173820, 711173822, 711173824, 711178551, 711178564, 711178565, 711164615, 711164609, 711178552, 711164596, 711164613, 711173814, 711173821, 711178567, 711173816, 711164601, 711173815, 711178553, 711164608, 711164597, 711178563]"
5,"[3.67, 3.33, 3.33, 3.33, 3.25, 3.0, 2.67, 2.33, 2.0, 1.67, 1.33, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711178040, 711178035, 711178038, 711178043, 711178039, 711178034, 711178037, 711178036, 711178041, 711178049, 711178042, 711178048, 711178044, 711178045, 711178046, 711178047, 711178050, 711178051, 711178052, 711178053]"
71,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.2, 3.2, 3.0, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 2.0, 1.8, 1.67, 1.67, 1.33, 1.0, 1.0, 1.0, 1.0]","[711163286, 711163297, 711163298, 711163299, 711172729, 711172731, 711172732, 711172733, 711172738, 711172741, 711172742, 711172744, 711176684, 711176688, 711176689, 711176692, 711176699, 711163285, 711163287, 711172737, 711172740, 711172743, 711172745, 711176683, 711176686, 711176691, 711176693, 711176697, 711176700, 711176694, 711163284, 711163300, 711163301, 711176685, 711176687, 711176690, 711176695, 711172730, 711163280, 711172739, 711176696, 711172734, 711163296, 711163281, 711163283, 711172736, 711172746, 711176698, 711163278, 711163279, 711163277, 711172735, 711163282, 711163290, 711163289, 711163294, 711163292, 711163288, 711163291, 711163293, 711163295]"
